house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,241214,INR,3.0,2.0,Not Negotiable,0.99,Posted a year ago,Well designed 3 bhk builder floor is available at a prime location in Defence Colony. It has area of 2852 sqft and is available at a rent of Rs. 2.41 lac. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ," 7,54,124",Unfurnished,3,BHK,2852.0,2812.66
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,308214,INR,3.0,2.0,Not Negotiable,1.31,Posted a year ago,It has area of 2741 sqft and is available at a rent of Rs. 3.08 lac. It is an unfurnished property. It is on the 2nd floor of the building (total number of floors are 4). Its main door is facing east direction. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. Please contact us for more details. ," 10,85,215",Unfurnished,3,BHK,2741.0,3593.91
Villa ,Friends Colony,Delhi,28.56834984,77.27211761,504012,INR,4.0,2.0,Not Negotiable,0.85,Posted a year ago,"A 5 bhk property is available for rent in Friends Colony, Delhi. It has area of 6952 sqft and is available at a rent of Rs. 5.04 lac. It is an unfurnished property. It is facing northeast direction. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. "," 15,40,101",Unfurnished,5,BHK,6952.0,5877.01
Villa ,Friends Colony,Delhi,28.56834984,77.27211761,410100,INR,4.0,2.0,Not Negotiable,0.81,Posted a year ago,Its four bhk villa in the super location of delhi south friends colony it is the super location road bank atm school college all. R on wwlking destance," 10,20,202",Unfurnished,4,BHK,5896.0,4781.95
Villa ,Friends Colony,Delhi,28.56834984,77.27211761,301012,INR,4.0,2.0,Not Negotiable,0.54,Posted a year ago,"Itâs a 5 bhk villa situated in Friends Colony, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. Its main door is facing northeast direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. "," 10,12,002",Unfurnished,5,BHK,6521.0,3509.93
Villa ,Friends Colony,Delhi,28.56834984,77.27211761,301012,INR,4.0,2.0,Not Negotiable,0.54,Posted a year ago,"A 5 bhk property is available for rent in Friends Colony, Delhi. It has area of 6521 sqft and is available at a rent of Rs. 3.01 lac. It is an unfurnished property. It is facing northeast direction. It is well connected to the city areas. "," 10,12,002",Unfurnished,5,BHK,6521.0,3509.93
Villa ,Friends Colony,Delhi,28.56834984,77.27211761,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,Its four bhk villa in the super location of delhi south friends colony it is the super lication road bank atm school college all r on wwlking destance," 10,10,202",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Friends Colony,Delhi,28.56834984,77.27211761,401015,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,Its four bhk builder floor in the super location delhi south friends colony it is the great location road bank atm school college all r on walking destance," 10,10,202",Unfurnished,4,BHK,6521.0,4676.01
Independent Floor ,Friends Colony,Delhi,28.56834984,77.27211761,304040,INR,4.0,4.0,Not Negotiable,0.6,Posted a year ago,Its four bhk builder floor in the super location of delhi south friends colony it is the super location road bank atm school college all r on walking destancw," 10,10,205",Unfurnished,4,BHK,5896.0,3545.24
Independent Floor ,Friends Colony,Delhi,28.56834984,77.27211761,235492,INR,4.0,2.0,Not Negotiable,0.49,Posted a year ago,Its four bhk builder floor in the super location of delhi south friends colony it is tje super location road bank atm school college all r on walking destancs," 7,04,010",Unfurnished,4,BHK,5569.0,2745.94
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301011,INR,4.0,2.0,Not Negotiable,0.56,Posted a year ago,Well designed 4 bhk builder floor is available at a prime location in Defence Colony. It has a built-up area of 6251 sqft and is available for rent at Rs. 3.01 lac per month . The house is unfurnished. It is located on the 3rd floor(out of a total of 4 floor(s)). It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ," 10,10,202",Unfurnished,4,BHK,6251.0,3509.92
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,"This spacious 4 bhk builder floor is available for rental and is located in the heart of Defence Colony. It is located on the 2nd floor(out of a total of 4 floor(s)). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. "," 10,12,022",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301011,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,Its four bhk builder floor in the super location of delhi south defence colony it is the super location road bank atm school college all r on wlking destance," 11,10,011",Unfurnished,4,BHK,4896.0,3509.92
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301011,INR,4.0,2.0,Not Negotiable,0.56,Posted a year ago,Its four bhk builder floor in the super location of delhi south defence colony it is the super location road bank atm school college all r on walking destance," 10,10,201",Unfurnished,4,BHK,6251.0,3509.92
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,308555,INR,3.0,2.0,Not Negotiable,1.31,Posted a year ago,"Itâs a 3 bhk builder floor situated in Defence Colony, Delhi. It has a built-up area of 2741 sqft and is available for rent at Rs. 3.09 lac per month . Itâs on 2nd floor out of 4 floors building. It has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. "," 10,85,552",Unfurnished,3,BHK,2741.0,3597.89
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,308521,INR,3.0,2.0,Not Negotiable,1.31,Posted a year ago,"Well designed 3 bhk builder floor is available at a prime location in Defence Colony. It has an area of 2741 sqft with a carpet area of 1852 sqft . The property is available at a monthly rental of Rs. 3.09 lac . The house is unfurnished. It is on 2nd floor. The building has a total of 4 floor(s). It is facing east direction. The property has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 10,85,115",Unfurnished,3,BHK,2741.0,3597.49
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,308214,INR,3.0,2.0,Not Negotiable,1.26,Posted a year ago,"A spacious 3 bhk builder floor is available for rental in Defence Colony, Delhi. It has a built-up area of 2852 sqft and is available for rent at Rs. 3.08 lac per month . The house is unfurnished. Itâs on 2nd floor out of 4 floors building. Its main door is facing east direction. It has 3 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 10,52,112",Unfurnished,3,BHK,2852.0,3593.91
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,308521,INR,3.0,2.0,Not Negotiable,1.26,Posted a year ago,Itâs a 3 bhk builder floor situated in Defence Colony. It has area of 2852 sqft and is available at a rent of Rs. 3.09 lac. The house is unfurnished. It is on the 2nd floor of the building (total number of floors are 4). It is east facing property. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ," 10,82,114",Unfurnished,3,BHK,2852.0,3597.49
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,301020,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,Well designed 4 bhk builder floor is available at a prime location in Defence Colony. It has area of 5896 sqft and is available at a rent of Rs. 3.01 lac. The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ," 10,10,011",Unfurnished,4,BHK,5896.0,3510.03
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,362166,INR,4.0,2.0,Not Negotiable,0.68,Posted a year ago,Its four bhk builder floor in the super location of delhi south defence colony it is the super location road bank atm school college all r on wwlking destance," 10,10,201",Unfurnished,4,BHK,6251.0,4223.02
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,401015,INR,4.0,2.0,Not Negotiable,1.07,Posted a year ago,Well designed 5 bhk builder floor is available at a prime location in Defence Colony. It has an area of 4362 sqft with a carpet area of 3085 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. It is on the 3rd floor of the building (total number of floors are 4). It is situated in the proximity of all the important facilities. Contact us for more details. ," 18,20,202",Unfurnished,5,BHK,4362.0,4676.01
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,504015,INR,4.0,2.0,Not Negotiable,0.9,Posted a year ago,This spacious 4 bhk builder floor is available for rental and is located in the heart of Defence Colony. It has area of 6521 sqft and is available at a rent of Rs. 5.04 lac. It is on the 3rd floor of the building (total number of floors are 4). It is east facing property. The property has 4 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. ," 15,48,184",Unfurnished,4,BHK,6521.0,5877.04
Independent Floor ,Sunder Nagar,Delhi,28.61843681,76.96178436,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,Its four bhk builder floor in the super location of delhi south sunder nager it is the super location road bank atm school college all r on walking destance," 10,20,201",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Sunder Nagar,Delhi,28.61843681,76.96178436,401010,INR,4.0,2.0,Not Negotiable,0.79,Posted a year ago,Its four bhk builder floor in the super location of delhi central sunder nager it is the super location road bank atm school college all r on walking destance," 10,12,005",Unfurnished,4,BHK,5896.0,4675.96
Independent Floor ,Sunder Nagar,Delhi,28.61843681,76.96178436,301012,INR,4.0,2.0,Not Negotiable,0.54,Posted a year ago,"A 5 bhk property is available for rent in Sunder Nagar, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 3.01 lac per month . The house is unfurnished. It is on the 2nd floor of the building (total number of floors are 4). It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. "," 10,11,001",Unfurnished,5,BHK,6521.0,3509.93
Independent Floor ,Sunder Nagar,Delhi,28.61843681,76.96178436,301022,INR,4.0,4.0,Not Negotiable,0.54,Posted a year ago,"A spacious 5 bhk builder floor is available for rental in Sunder Nagar, Delhi. The house is unfurnished. Itâs on 3rd floor out of 4 floors building. Its main door is facing northeast direction. The property has 4 bathrooms and 4 balconies. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 10,20,202",Unfurnished,5,BHK,6521.0,3510.05
